consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,RELATED_FACTORS,DELAY_TO_HOSPITAL,DELAY_TO_SCENE,age,person_type,seating_position,RESTRAINT,SURVIVED,ROLLOVER,AIRBAG,ALCOHOL,DRUGS,related_factors_person_level1,travel_speed,SPEEDING_RELATED,extent_of_damage,body_type,vehicle_removal,MANNER_OF_COLLISION,ROADWAY_SURFACE_CONDITION,FIRST_HARMFUL_EVENT,MOST_HARMFUL_EVENT
160089,27,Four-Way Intersection,1,1,21,5,0,,1.0,44,1,11,0.67,0,0,0,0,0,0,998,0,Functional Damage,31,Towed Not Due to Disabling Damage,6,1,12,12
220266,115,Four-Way Intersection,2,1,20,3,0,1.0,1.0,24,1,11,1.00,0,0,0,0,0,0,60,0,Minor Damage,31,Not Towed,6,1,12,12
290254,85,Not an Intersection,1,10,10,3,0,,,28,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,31,Not Towed,6,1,12,12
260293,125,T-Intersection,1,2,15,6,0,,0.0,38,1,11,1.00,0,1,0,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,2,12,1
460108,11,Not an Intersection,2,10,6,3,0,1.0,0.0,21,1,11,0.50,0,0,1,0,0,0,999,0,Disabling Damage,31,Towed Due to Disabling Damage,6,3,12,12
290269,221,Not an Intersection,1,1,6,4,0,2.0,1.0,36,1,11,1.00,0,0,0,0,0,0,55,0,Minor Damage,63,Not Towed,6,1,12,12
310044,111,Four-Way Intersection,2,1,20,3,0,,,29,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
190007,171,Four-Way Intersection,1,1,15,3,0,,,42,1,11,0.50,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
310038,9,Not an Intersection,1,1,9,3,0,,,47,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Not Towed,6,1,12,12
220460,67,Not an Intersection,1,1,12,6,0,2.0,1.0,59,1,11,1.00,0,0,0,0,0,0,50,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
310161,185,Four-Way Intersection,1,1,15,5,0,,,23,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Not Towed,6,1,12,12
210675,155,Four-Way Intersection,5,10,17,5,0,1.0,0.0,28,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
200067,87,Not an Intersection,1,1,14,4,0,,1.0,52,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,67,Towed Due to Disabling Damage,6,1,12,12
270206,59,Four-Way Intersection,1,1,16,5,0,,,60,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,67,Not Towed,6,1,12,12
290348,71,Not an Intersection,1,10,13,4,0,,,57,1,11,1.00,0,0,0,0,0,0,57,0,Disabling Damage,67,Towed Due to Disabling Damage,6,1,12,12
260017,125,Not an Intersection,4,4,8,4,0,,0.0,25,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,61,Towed Due to Disabling Damage,6,3,12,12
460010,67,Four-Way Intersection,4,1,7,4,0,1.0,0.0,44,1,11,1.00,0,0,0,0,0,0,60,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
290691,49,Four-Way Intersection,1,1,15,4,0,1.0,0.0,42,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,61,Not Towed,6,1,12,12
61287,67,Not an Intersection,1,1,16,4,0,,,43,1,11,1.00,0,0,0,0,0,0,35,0,Functional Damage,15,Not Towed,6,1,12,12
180264,69,Four-Way Intersection,1,1,11,4,0,,,43,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
180610,129,Four-Way Intersection,1,1,10,4,0,,,42,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
310146,83,Four-Way Intersection,1,1,15,7,0,,,41,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Not Towed,6,1,12,12
190127,111,Four-Way Intersection,4,10,5,4,0,,,52,1,11,1.00,0,0,0,0,0,0,998,0,No Damage,66,Not Towed,6,1,12,12
210127,151,Not an Intersection,1,1,13,1,0,1.0,0.0,64,1,11,1.00,0,0,0,0,0,0,65,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
180467,167,Four-Way Intersection,1,1,18,4,0,,,16,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
500025,25,Not an Intersection,5,1,19,6,0,,0.0,38,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,6,0,12,12
290233,99,Not an Intersection,1,10,11,5,0,,,76,1,11,1.00,0,0,0,0,0,0,4,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
290268,101,Not an Intersection,1,10,7,3,0,,,40,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Not Towed,6,2,12,12
180208,147,Four-Way Intersection,2,1,22,5,0,,,37,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
190026,183,Four-Way Intersection,1,10,8,5,0,,,64,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
290022,71,Not an Intersection,1,1,17,3,14,,,28,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
210633,29,Four-Way Intersection,1,1,17,4,0,0.0,0.0,49,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
290657,209,Not an Intersection,2,10,5,5,15,,,31,1,11,1.00,0,0,0,0,0,0,61,0,Disabling Damage,66,Towed Due to Disabling Damage,6,2,12,8
370572,127,Not an Intersection,1,1,8,5,0,1.0,0.0,67,1,11,1.00,0,0,0,0,0,0,5,0,Minor Damage,4,Not Towed,6,0,12,12
460065,93,Four-Way Intersection,1,1,10,7,0,1.0,0.0,65,1,11,1.00,0,0,0,0,0,0,999,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
550159,87,Four-Way Intersection,1,10,9,4,0,,,58,1,11,1.00,0,0,1,0,0,0,55,0,Disabling Damage,67,Towed Due to Disabling Damage,6,1,12,12
270321,145,Four-Way Intersection,3,10,17,3,14,,,37,1,11,1.00,0,0,0,0,0,0,60,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
310152,131,Four-Way Intersection,1,1,9,3,0,,,58,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
390725,149,Four-Way Intersection,1,1,13,5,0,,,55,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
310087,53,Four-Way Intersection,1,1,15,4,20,,,35,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
220501,27,Four-Way Intersection,1,1,12,4,0,1.0,0.0,58,1,11,1.00,0,0,0,0,0,0,58,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
410334,33,T-Intersection,1,1,15,5,14,,0.0,54,1,11,1.00,0,0,0,0,0,0,998,0,Unknown,60,Towed Not Due to Disabling Damage,6,1,12,12
180599,167,Not an Intersection,1,1,13,1,0,,,59,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
290541,97,Not an Intersection,1,10,16,5,0,,,53,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
290494,119,Four-Way Intersection,1,1,15,4,0,,,46,1,11,1.00,0,0,0,0,0,0,48,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
390979,37,T-Intersection,2,2,19,5,0,,0.0,64,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,2,12,12
310207,97,Four-Way Intersection,1,2,14,4,0,,,66,1,11,0.50,0,0,0,0,0,0,998,1,Disabling Damage,66,Towed Due to Disabling Damage,6,2,12,12
290360,47,Not an Intersection,2,10,22,1,0,,,60,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,2,12,12
310208,155,Not an Intersection,2,10,20,5,0,,,22,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,21,Towed Due to Disabling Damage,6,2,12,12
180058,145,Not an Intersection,2,1,6,1,0,,,52,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
391059,91,Four-Way Intersection,1,1,16,5,0,1.0,1.0,60,1,11,0.50,0,0,0,0,0,0,998,0,Minor Damage,30,Towed Not Due to Disabling Damage,6,1,12,12
180404,175,Four-Way Intersection,1,1,8,6,0,,,19,1,11,0.50,0,0,1,0,0,0,998,1,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
400245,137,Not an Intersection,1,10,11,3,0,2.0,1.0,43,1,11,1.00,0,0,1,0,0,0,998,0,Functional Damage,31,Towed Not Due to Disabling Damage,6,1,12,12
290669,35,Four-Way Intersection,1,1,16,3,0,1.0,0.0,34,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
310036,147,Four-Way Intersection,1,1,8,4,0,,,55,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
62432,61,Not an Intersection,1,1,15,5,0,,,53,1,11,1.00,0,0,0,0,0,0,35,0,Functional Damage,31,Not Towed,6,1,12,12
290375,29,T-Intersection,1,1,17,3,0,1.0,0.0,19,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
61258,83,T-Intersection,3,1,23,3,0,,,51,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290644,45,Four-Way Intersection,1,1,13,3,0,1.0,0.0,72,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
61157,37,Four-Way Intersection,1,1,5,3,0,,,32,1,11,1.00,0,0,1,0,0,0,53,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290772,171,Not an Intersection,1,1,11,5,0,,0.0,19,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
460055,129,T-Intersection,1,1,16,3,0,,0.0,40,1,11,1.00,0,0,0,0,0,0,65,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
61029,29,Four-Way Intersection,2,10,5,2,0,,,45,1,11,1.00,0,0,0,0,0,0,55,0,Functional Damage,66,Not Towed,6,1,12,12
190254,111,Not an Intersection,2,2,20,3,0,,,51,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,2,12,12
310010,37,Not an Intersection,2,1,18,3,0,,,60,1,11,0.50,0,0,0,0,0,0,998,0,Functional Damage,66,Not Towed,6,1,12,12
310034,157,Four-Way Intersection,1,1,8,4,0,,,29,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Not Towed,6,1,12,12
420203,55,Not an Intersection,1,1,16,4,0,,,50,1,11,1.00,0,0,0,0,0,0,40,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
40769,21,Not an Intersection,1,1,11,1,0,,0.0,52,1,11,1.00,0,0,0,0,0,0,63,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
50108,19,Four-Way Intersection,2,1,23,4,0,,,39,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Not Towed,6,1,12,12
310159,43,Not an Intersection,1,1,15,4,0,,,17,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,15,Towed Not Due to Disabling Damage,6,1,12,12
61287,67,Not an Intersection,1,1,16,4,0,,,24,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,20,Towed Due to Disabling Damage,6,1,12,12
390679,113,T-Intersection,1,1,13,3,0,0.0,0.0,71,1,11,0.50,0,0,0,0,0,0,10,0,Disabling Damage,9,Towed Due to Disabling Damage,6,1,12,12
260154,121,Not an Intersection,1,1,14,5,22,,0.0,18,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,2,12,12
460018,21,Four-Way Intersection,1,1,14,6,0,1.0,0.0,40,1,11,0.50,0,0,1,0,0,0,30,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
260088,55,Not an Intersection,1,1,15,3,0,,0.0,26,1,11,1.00,0,0,1,0,0,0,998,0,Functional Damage,4,Towed Not Due to Disabling Damage,6,4,12,12
290398,167,Not an Intersection,1,1,18,5,0,,,18,1,11,1.00,0,0,0,0,0,0,999,0,Disabling Damage,30,Towed Due to Disabling Damage,6,1,12,12
550348,109,Four-Way Intersection,1,1,10,5,0,,0.0,30,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
220250,97,Four-Way Intersection,6,1,21,3,0,1.0,0.0,32,1,11,1.00,0,0,0,0,0,0,25,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
482964,463,Not an Intersection,2,1,18,3,0,1.0,1.0,66,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
290818,109,Four-Way Intersection,2,1,20,4,0,1.0,0.0,45,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
460048,101,Four-Way Intersection,1,1,7,7,0,0.0,0.0,56,1,11,0.50,0,0,1,0,0,0,999,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
260358,159,Four-Way Intersection,1,1,11,5,0,,0.0,43,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
260256,99,Four-Way Intersection,1,1,17,3,0,,,29,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
260202,139,T-Intersection,1,2,12,3,0,,0.0,60,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,2,12,12
200112,103,Four-Way Intersection,5,1,20,5,0,1.0,0.0,18,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
290599,221,Four-Way Intersection,1,1,15,3,0,1.0,1.0,69,1,11,0.50,0,0,0,0,0,0,58,0,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
391063,89,Four-Way Intersection,5,10,17,5,0,1.0,0.0,25,1,11,0.50,0,1,0,0,0,0,998,0,Disabling Damage,71,Unknown,6,1,12,12
40122,13,Four-Way Intersection,1,1,7,5,0,1.0,0.0,40,1,11,1.00,0,0,0,0,0,0,15,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
230078,3,Four-Way Intersection,2,1,21,4,0,1.0,0.0,19,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
460003,61,Not an Intersection,2,1,6,1,0,1.0,0.0,53,1,11,1.00,0,0,0,0,0,0,70,0,Disabling Damage,66,Towed Due to Disabling Damage,6,4,12,12
480954,339,Not an Intersection,2,1,23,5,0,,,19,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
290282,121,Four-Way Intersection,1,1,8,3,0,,,34,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
60046,77,Four-Way Intersection,4,5,6,2,0,,,30,1,11,1.00,0,0,1,0,0,0,45,0,Disabling Damage,31,Towed Due to Disabling Damage,6,2,12,12
310024,121,Four-Way Intersection,1,5,8,4,0,,,18,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,6,Towed Due to Disabling Damage,6,2,12,12
310021,155,Not an Intersection,1,4,12,2,0,,,61,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,6,Towed Due to Disabling Damage,6,4,12,12
390735,129,Four-Way Intersection,1,1,15,5,0,1.0,0.0,22,1,11,1.00,0,0,0,0,0,0,50,0,Disabling Damage,21,Towed Due to Disabling Damage,6,1,12,12
260634,49,Four-Way Intersection,1,1,17,5,0,,,17,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
260088,55,Not an Intersection,1,1,15,3,0,,0.0,82,1,11,1.00,0,0,0,0,0,0,998,1,Disabling Damage,14,Towed Due to Disabling Damage,6,4,12,12
190264,169,Four-Way Intersection,4,10,6,5,0,1.0,0.0,31,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,62,Towed Due to Disabling Damage,6,1,12,12
230018,19,T-Intersection,1,2,12,5,0,1.0,0.0,52,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,2,12,12
190189,187,Four-Way Intersection,1,10,17,5,0,,,24,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
260518,73,Four-Way Intersection,3,2,5,5,22,,1.0,27,1,11,1.00,0,1,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,2,12,12
260206,81,Not an Intersection,1,2,16,6,0,,,18,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,2,12,12
180160,147,Four-Way Intersection,1,10,14,5,0,,,43,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
61079,51,Not an Intersection,1,10,10,2,14,,,46,1,11,1.00,0,0,0,0,0,0,60,0,Functional Damage,62,Not Towed,6,1,12,12
220226,103,Not an Intersection,2,1,0,3,20,1.0,1.0,62,1,11,1.00,0,0,0,0,0,0,55,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
220127,41,Not an Intersection,1,10,16,3,0,1.0,0.0,71,1,11,1.00,0,0,0,0,0,0,65,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
310021,155,Not an Intersection,1,4,12,2,0,,,26,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,16,Towed Due to Disabling Damage,6,4,12,12
290349,175,Four-Way Intersection,1,1,15,3,0,,,61,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,20,Towed Due to Disabling Damage,6,1,12,12
310024,121,Four-Way Intersection,1,5,8,4,0,,,16,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,2,12,12
280466,3,Four-Way Intersection,2,1,19,4,0,0.0,0.0,34,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
260500,55,Four-Way Intersection,1,1,16,3,0,,0.0,61,1,11,1.00,0,1,0,0,0,0,998,0,Disabling Damage,21,Towed Due to Disabling Damage,6,1,12,12
310218,153,T-Intersection,4,4,7,4,0,,,64,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,3,12,12
270235,67,Four-Way Intersection,2,1,22,3,0,1.0,1.0,31,1,11,1.00,0,0,1,0,0,0,55,0,Disabling Damage,6,Towed Due to Disabling Damage,6,1,12,12
190160,123,Four-Way Intersection,1,1,12,7,0,,,41,1,11,0.50,0,1,0,0,0,0,998,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
220407,67,T-Intersection,2,1,21,3,0,,0.0,42,1,11,1.00,0,0,1,0,0,0,30,0,Functional Damage,14,Not Towed,6,1,12,12
50468,15,Not an Intersection,1,1,11,3,0,,1.0,70,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
290561,225,Four-Way Intersection,1,1,13,3,0,,,26,1,11,0.50,0,1,1,0,0,0,66,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
400482,13,Not an Intersection,1,10,16,3,0,0.0,0.0,24,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
60207,47,Four-Way Intersection,1,1,16,4,0,,,26,1,11,1.00,0,0,1,0,0,0,50,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
190119,35,Four-Way Intersection,2,1,23,4,0,0.0,0.0,57,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
290818,109,Four-Way Intersection,2,1,20,4,0,1.0,0.0,66,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
260202,139,T-Intersection,1,2,12,3,0,,0.0,36,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,20,Towed Due to Disabling Damage,6,2,12,12
460022,27,T-Intersection,1,1,18,3,0,1.0,0.0,33,1,11,1.00,0,0,1,0,0,0,50,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
290598,141,Four-Way Intersection,1,1,10,3,14,2.0,0.0,24,1,11,1.00,0,0,1,0,0,0,58,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
390173,91,Not an Intersection,1,4,16,4,0,1.0,1.0,27,1,11,1.00,0,0,1,0,0,0,30,0,Disabling Damage,4,Towed Due to Disabling Damage,6,3,12,12
390755,47,Four-Way Intersection,2,10,23,4,0,-23.0,-23.0,64,1,11,1.00,0,0,1,0,0,0,55,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290107,225,Four-Way Intersection,1,5,9,3,0,1.0,1.0,53,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,6,Towed Due to Disabling Damage,6,2,12,12
391051,91,Not an Intersection,1,1,14,5,0,1.0,0.0,86,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,9,Towed Due to Disabling Damage,6,1,12,12
290598,141,Four-Way Intersection,1,1,10,3,14,2.0,0.0,47,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
180746,103,Not an Intersection,1,10,16,5,0,,,26,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
290178,13,Four-Way Intersection,1,1,12,5,0,,0.0,19,1,11,0.50,0,1,0,0,0,0,22,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
220266,115,Four-Way Intersection,2,1,20,3,0,1.0,1.0,21,1,11,1.00,0,0,0,0,0,0,5,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
190053,149,Four-Way Intersection,5,1,20,5,0,0.0,0.0,20,1,11,1.00,0,1,1,1,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
180314,3,Not an Intersection,2,2,22,7,0,,,54,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
180076,91,Four-Way Intersection,1,10,9,3,0,,,32,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
61467,67,T-Intersection,3,1,22,3,0,,,18,1,11,1.00,0,0,1,0,0,0,130,1,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
220504,79,Four-Way Intersection,2,1,20,5,0,1.0,1.0,16,1,11,1.00,0,0,1,0,0,0,67,1,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
290030,135,Four-Way Intersection,1,1,10,3,0,1.0,0.0,65,1,11,1.00,0,1,0,0,0,0,52,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,1
460090,113,T-Intersection,1,1,17,3,0,,,25,1,11,1.00,0,0,1,0,0,0,20,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
61838,59,T-Intersection,1,1,16,3,0,,,34,1,11,1.00,0,0,1,0,0,0,0,0,Functional Damage,15,Towed Not Due to Disabling Damage,6,1,12,12
180225,91,Not an Intersection,2,1,21,5,0,,,21,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
480114,365,Not an Intersection,2,1,22,4,0,,,20,1,11,1.00,0,1,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
550509,115,Four-Way Intersection,2,10,17,3,0,1.0,1.0,66,1,11,1.00,0,0,1,0,0,0,999,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
260701,147,Not an Intersection,1,10,17,5,0,,,55,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,92,Towed Due to Disabling Damage,6,1,12,12
290167,221,T-Intersection,2,1,19,4,0,2.0,1.0,68,1,11,0.50,0,0,0,0,0,0,5,0,Minor Damage,93,Not Towed,6,1,12,12
290284,123,Four-Way Intersection,1,1,19,3,0,0.0,0.0,55,1,11,1.00,0,1,1,0,0,0,14,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290672,207,Four-Way Intersection,1,1,9,3,0,1.0,1.0,22,1,11,1.00,0,0,1,0,0,0,20,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290153,13,Four-Way Intersection,1,10,8,5,0,1.0,1.0,24,1,11,1.00,0,0,1,0,0,0,49,0,Disabling Damage,31,Towed Due to Disabling Damage,6,2,12,12
50166,137,Not an Intersection,2,1,0,5,0,,0.0,19,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,2
290543,15,Four-Way Intersection,2,1,20,3,0,,,64,1,11,1.00,0,0,1,0,0,0,66,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290061,105,Four-Way Intersection,1,1,12,5,14,,1.0,35,1,11,0.50,0,0,0,0,0,0,45,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
290710,139,Not an Intersection,2,1,19,4,0,1.0,0.0,42,1,11,0.50,0,0,0,0,0,0,27,0,Disabling Damage,31,Towed Due to Disabling Damage,6,1,12,12
220230,73,Not an Intersection,1,2,7,5,0,1.0,0.0,33,1,11,1.00,0,0,1,0,0,0,40,0,Disabling Damage,40,Towed Due to Disabling Damage,6,2,12,12
290721,113,Four-Way Intersection,1,10,15,5,0,1.0,1.0,22,1,11,0.50,0,0,1,0,0,0,50,0,Disabling Damage,4,Towed Due to Disabling Damage,6,2,12,12
290430,27,Four-Way Intersection,1,1,8,5,0,,1.0,31,1,11,0.50,0,0,1,0,0,0,54,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
290598,141,Four-Way Intersection,1,1,10,3,14,2.0,0.0,38,1,11,1.00,0,0,1,0,0,0,42,0,Disabling Damage,16,Towed Due to Disabling Damage,6,1,12,12
210596,111,Not an Intersection,1,2,14,3,0,1.0,0.0,36,1,11,1.00,0,0,0,0,0,0,33,0,Minor Damage,21,Towed Not Due to Disabling Damage,6,2,12,12
550115,131,T-Intersection,2,10,2,5,0,,,80,1,11,1.00,0,1,1,0,0,0,55,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,1
310113,131,Four-Way Intersection,1,10,13,4,0,,,19,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
