consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,related_factors,delay_to_hospital,delay_to_scene,age,person_type,seating_position,restraint,survived,rollover,airbag,alcohol,drugs,related_factors_person_level1,travel_speed,speeding_related,extent_of_damage,body_type,vehicle_removal,manner_of_collision,roadway_surface_condition,first_harmful_event,most_harmful_event
10738,81,Not an Intersection,2,1,18,4,0,,1.0,36,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40198,21,Unknown,9,99,99,7,0,,,64,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
62857,59,Unknown,5,1,18,3,0,,,44,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
260725,81,Not an Intersection,2,10,21,3,0,,0.0,27,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
122270,105,Four-Way Intersection,3,1,19,4,0,,,39,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
350008,1,T-Intersection,3,1,19,3,0,,,30,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
121341,5,Not an Intersection,5,10,19,3,0,,,48,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
60272,29,Not an Intersection,3,1,19,3,0,,,43,6,0,0.50,1,1,0,1,0,0,,0,,,,0,,9,
410308,39,Not an Intersection,2,1,21,3,0,,0.0,54,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
62213,65,Not an Intersection,3,1,21,5,0,,,38,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40780,19,Not an Intersection,2,1,21,4,0,,,57,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
480885,201,Four-Way Intersection,3,1,4,4,0,,,48,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
50052,23,Not an Intersection,1,1,15,4,0,,,39,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40103,13,Not an Intersection,5,1,17,3,0,,0.0,34,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
220178,73,Not an Intersection,2,1,1,3,0,,,36,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
62992,73,Not an Intersection,1,1,16,4,0,,,53,6,0,0.50,1,1,0,0,1,91,,0,,,,0,,9,
60492,67,Not an Intersection,2,98,1,3,0,,,34,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
60599,85,Not an Intersection,3,1,19,3,0,,,34,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
220545,19,Not an Intersection,2,1,17,7,0,1.0,0.0,18,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
122496,105,Not an Intersection,2,1,18,3,0,,,49,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
510318,810,Not an Intersection,1,1,13,4,0,,,68,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
320022,3,Not an Intersection,1,1,8,4,0,,,62,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
390934,113,T-Intersection,3,1,21,4,0,,,58,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
61314,59,Not an Intersection,3,1,21,3,0,,,55,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
530253,53,Four-Way Intersection,1,1,10,7,0,,,46,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
60315,37,Not an Intersection,3,1,23,3,0,,,25,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
450263,35,Not an Intersection,3,1,20,4,0,,,55,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
60658,59,Not an Intersection,5,1,19,3,0,,,42,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
60836,37,Not an Intersection,3,1,2,3,0,,,33,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
490035,49,Not an Intersection,1,1,10,4,0,,,37,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
130463,157,Not an Intersection,1,1,19,7,0,,,56,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
450116,19,Not an Intersection,3,1,21,4,0,,,30,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
550375,79,Not an Intersection,2,1,21,4,0,,,51,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
62194,37,Four-Way Intersection,3,1,6,3,0,,,31,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
530467,61,T-Intersection,3,1,18,3,16,,,41,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
120083,109,Not an Intersection,2,1,22,3,0,,,45,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
10365,83,Not an Intersection,2,1,21,4,0,,1.0,42,6,0,0.50,1,1,0,0,0,91,,0,,,,0,,9,
121666,109,Four-Way Intersection,2,1,21,3,0,,,49,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
80074,59,Not an Intersection,3,1,19,3,0,,0.0,53,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
61263,37,Four-Way Intersection,3,1,3,3,0,,,33,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
120919,115,T-Intersection,3,1,19,3,0,,,69,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
481867,439,Not an Intersection,3,1,4,3,0,,,56,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
62042,59,Not an Intersection,2,1,4,2,0,,,31,6,0,0.50,1,1,0,0,1,65,,0,,,,0,,9,
61868,99,Four-Way Intersection,1,1,17,3,0,,,47,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
61573,37,Not an Intersection,2,1,20,3,0,,,48,6,0,0.50,1,1,0,1,0,0,,0,,,,0,,9,
62391,65,Not an Intersection,3,1,20,3,0,,,21,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
390543,49,Not an Intersection,3,1,0,1,0,1.0,0.0,24,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
120338,11,Four-Way Intersection,3,1,1,3,0,,,42,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
550314,105,Not an Intersection,2,2,1,3,0,1.0,0.0,43,6,0,0.50,1,1,0,1,1,0,,0,,,,0,,9,
61480,37,Not an Intersection,1,1,19,4,0,,,28,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
260173,163,Not an Intersection,3,1,3,3,0,,,30,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
360506,47,Four-Way Intersection,1,1,17,4,0,0.0,0.0,72,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
390815,99,Not an Intersection,1,1,13,4,0,0.0,0.0,48,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
290332,95,Four-Way Intersection,1,1,16,5,0,0.0,0.0,57,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
450229,57,Not an Intersection,4,2,6,3,0,0.0,0.0,44,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
122272,105,T-Intersection,2,1,18,3,0,,,41,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
250248,11,Not an Intersection,1,1,15,7,0,0.0,0.0,72,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
470323,103,Not an Intersection,1,1,6,7,0,,,40,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
250272,17,T-Intersection,1,1,17,5,0,,0.0,83,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
320148,3,Not an Intersection,1,1,15,4,0,0.0,0.0,16,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
360416,59,Four-Way Intersection,1,1,14,7,0,1.0,0.0,46,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
540177,39,Not an Intersection,2,5,4,3,0,1.0,1.0,30,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
61039,37,Four-Way Intersection,3,1,19,3,0,,,23,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40524,13,Four-Way Intersection,3,1,21,4,0,1.0,0.0,63,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
63052,65,Four-Way Intersection,3,1,18,3,0,,,60,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
122740,105,Not an Intersection,1,1,14,4,0,,,47,6,0,0.50,1,1,0,1,0,0,,0,,,,0,,9,
121182,57,Not an Intersection,3,1,21,7,0,,,19,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40152,21,Four-Way Intersection,1,1,10,7,0,2.0,1.0,51,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
61141,59,T-Intersection,1,1,8,3,0,,,58,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
550337,79,Not an Intersection,3,1,3,3,0,1.0,0.0,32,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
62237,107,Not an Intersection,3,10,18,4,0,,,56,6,0,0.50,1,1,0,1,0,0,,0,,,,0,,9,
530341,33,T-Intersection,1,1,8,3,0,,,70,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
340484,39,Not an Intersection,1,1,9,5,0,,,37,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
62788,77,Four-Way Intersection,1,1,16,7,0,,,82,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
350160,1,Four-Way Intersection,3,2,5,3,0,0.0,0.0,29,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
60912,59,Not an Intersection,1,1,17,1,0,,,62,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
530244,61,T-Intersection,1,1,17,5,0,,,60,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
290075,95,Four-Way Intersection,3,1,21,3,0,0.0,0.0,40,6,0,0.50,1,1,0,0,1,0,,0,,,,0,,9,
420747,101,Not an Intersection,3,1,22,7,0,-1.0,-1.0,64,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
62430,77,Not an Intersection,5,1,16,5,0,,,62,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
120885,31,Not an Intersection,2,1,22,3,0,,,33,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
350245,1,T-Intersection,2,1,22,4,0,,,38,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
360557,103,Four-Way Intersection,5,10,20,7,0,,,51,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
90193,3,T-Intersection,1,1,17,4,0,,0.0,69,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
450813,19,Not an Intersection,6,98,22,3,0,,,46,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40726,13,Not an Intersection,6,99,23,3,0,,,42,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
90142,5,Four-Way Intersection,1,1,15,7,16,0.0,0.0,46,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
360953,103,T-Intersection,1,1,10,3,0,,,61,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
360558,47,Four-Way Intersection,3,1,23,7,0,,,32,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
40752,13,Four-Way Intersection,6,99,18,4,0,,,42,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
470789,163,Not an Intersection,2,1,8,7,0,,,51,6,0,0.50,1,1,0,0,0,0,,0,,,,0,,9,
420723,91,Not an Intersection,2,1,20,7,0,,0.0,21,8,0,0.50,1,1,0,1,0,0,,0,,,,0,,15,
62389,77,Not an Intersection,2,2,6,5,0,,,16,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
60018,67,Four-Way Intersection,3,1,17,4,0,,,64,8,0,0.50,1,1,0,0,0,13,,0,,,,0,,15,
62704,77,Not an Intersection,2,1,4,7,0,,,75,8,0,0.50,1,1,0,0,1,0,,0,,,,0,,15,
60634,29,Four-Way Intersection,1,1,18,3,0,,,74,8,0,0.50,1,1,0,0,0,13,,0,,,,0,,15,
62944,67,Four-Way Intersection,3,1,22,3,0,,,14,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
120145,33,Not an Intersection,2,1,23,3,0,,,49,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
150005,3,T-Intersection,1,1,10,4,0,,0.0,27,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
121082,115,Four-Way Intersection,3,2,20,3,0,,,48,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
62129,37,Not an Intersection,1,1,13,4,0,,,91,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
80382,1,Not an Intersection,1,1,8,7,0,0.0,0.0,85,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
320287,3,Not an Intersection,3,1,20,4,0,0.0,0.0,46,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
60594,59,Not an Intersection,1,1,13,4,0,,,92,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
60585,37,Four-Way Intersection,1,1,16,7,0,,,20,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
40204,13,Not an Intersection,1,1,13,5,0,0.0,0.0,68,8,0,0.50,1,1,0,0,1,0,,0,,,,0,,15,
250149,17,Traffic Circle,1,1,15,4,0,1.0,0.0,72,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
470191,9,T-Intersection,1,1,14,4,0,,,71,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
530368,15,Not an Intersection,2,99,20,3,0,0.0,0.0,46,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
40410,13,T-Intersection,3,1,22,3,0,0.0,0.0,80,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
60615,107,Not an Intersection,3,1,21,5,0,,,33,8,0,0.50,1,1,0,0,1,0,,0,,,,0,,15,
40108,13,T-Intersection,5,1,18,7,0,0.0,0.0,38,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
40180,13,Not an Intersection,3,1,18,3,0,1.0,0.0,59,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
62942,85,Four-Way Intersection,1,1,7,3,0,,,81,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
470154,65,T-Intersection,2,1,22,4,0,,,54,8,0,0.50,1,1,0,0,0,0,,0,,,,0,,15,
320205,3,Not an Intersection,3,1,4,3,0,0.0,0.0,57,8,0,0.50,1,1,0,0,1,0,,0,,,,0,,15,
300127,15,Not an Intersection,1,1,8,4,0,1.0,0.0,16,9,13,0.50,1,0,1,0,0,0,998.0,0,Disabling Damage,48.0,Towed Due to Disabling Damage,2,1.0,12,12.0
390377,45,Not an Intersection,2,1,22,5,0,1.0,0.0,43,9,99,0.50,1,0,1,1,0,0,998.0,0,Disabling Damage,14.0,Towed Due to Disabling Damage,6,1.0,12,12.0
300127,15,Not an Intersection,1,1,8,4,0,1.0,0.0,17,9,99,0.50,1,0,0,0,0,0,998.0,0,Disabling Damage,48.0,Towed Due to Disabling Damage,2,1.0,12,12.0
300127,15,Not an Intersection,1,1,8,4,0,1.0,0.0,16,9,99,0.50,1,0,0,0,0,0,998.0,0,Disabling Damage,48.0,Towed Due to Disabling Damage,2,1.0,12,12.0
300105,85,Not an Intersection,1,1,16,7,0,0.0,0.0,30,9,55,0.00,1,0,0,1,1,0,998.0,0,No Damage,31.0,Towed Not Due to Disabling Damage,0,1.0,5,5.0
300127,15,Not an Intersection,1,1,8,4,0,1.0,0.0,19,9,99,0.50,0,0,0,0,0,0,998.0,0,Disabling Damage,48.0,Towed Due to Disabling Damage,2,1.0,12,12.0
390647,61,Not an Intersection,2,1,1,2,0,1.0,0.0,33,9,99,0.50,1,1,1,0,0,0,998.0,0,Disabling Damage,15.0,Towed Due to Disabling Damage,0,1.0,52,1.0
61679,37,Not an Intersection,3,1,2,1,0,,,23,9,99,0.50,1,1,1,1,1,0,80.0,0,Disabling Damage,14.0,Towed Due to Disabling Damage,0,1.0,33,1.0
120670,31,Four-Way Intersection,3,1,0,4,0,,,23,9,99,0.50,1,0,0,0,0,0,45.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,6,1.0,12,12.0
390535,93,Not an Intersection,1,1,7,3,0,1.0,0.0,34,10,0,0.50,1,1,0,0,0,0,,0,,,,0,,34,
240473,3,Not an Intersection,2,1,2,98,0,,,48,1,11,0.50,1,0,0,0,0,0,998.0,0,Not Reported,2.0,Not Reported,11,1.0,0,0.0
240474,33,Not Reported,1,1,13,98,0,,,26,1,11,0.50,1,0,0,0,0,0,998.0,0,Not Reported,4.0,Not Reported,11,8.0,0,0.0
240470,33,Not an Intersection,2,1,2,98,0,,,19,1,11,0.50,1,0,0,1,0,0,998.0,0,Not Reported,9.0,Not Reported,11,10.0,12,12.0
121451,57,Not an Intersection,1,2,14,96,21,,,59,1,11,1.00,1,0,0,1,0,0,65.0,1,Disabling Damage,1.0,Towed Due to Disabling Damage,6,2.0,12,12.0
121679,115,Four-Way Intersection,1,2,16,96,0,,,50,1,11,1.00,1,0,1,0,0,0,35.0,0,Disabling Damage,3.0,Towed Due to Disabling Damage,6,2.0,12,12.0
420607,75,Four-Way Intersection,3,1,20,99,0,1.0,0.0,19,1,11,0.50,1,0,1,0,0,0,999.0,1,Disabling Damage,4.0,Towed Due to Disabling Damage,6,1.0,12,12.0
121999,57,Four-Way Intersection,3,1,6,96,0,,,58,1,11,1.00,1,0,1,0,0,0,15.0,0,Disabling Damage,6.0,Towed Due to Disabling Damage,6,1.0,12,12.0
122198,105,Four-Way Intersection,1,1,11,96,0,,,42,1,11,1.00,1,1,0,0,0,0,998.0,0,Disabling Damage,66.0,Towed Due to Disabling Damage,6,1.0,12,2.0
121692,115,Not an Intersection,4,10,6,96,0,,,51,1,11,0.50,1,0,1,0,0,0,55.0,0,Disabling Damage,31.0,Towed Due to Disabling Damage,2,1.0,12,12.0
121925,57,Not an Intersection,2,1,5,96,0,,,53,1,11,1.00,1,0,1,0,0,0,45.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,2,1.0,12,12.0
350014,45,Not an Intersection,2,1,18,96,0,1.0,0.0,58,1,11,1.00,1,0,1,0,0,0,999.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,2,1.0,12,12.0
122057,105,Four-Way Intersection,1,5,7,96,0,,,47,1,11,1.00,1,0,0,0,0,0,49.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,7,1.0,12,12.0
390403,159,Not an Intersection,3,1,23,7,0,,-23.0,64,1,11,0.50,1,0,0,1,1,0,5.0,0,Disabling Damage,20.0,Towed Due to Disabling Damage,0,1.0,3,2.0
220094,97,Not an Intersection,3,1,1,96,0,,1.0,25,1,11,0.50,1,0,0,0,0,0,999.0,1,Disabling Damage,2.0,Towed Due to Disabling Damage,0,1.0,35,2.0
121850,71,Not an Intersection,3,1,4,96,0,,,30,1,11,1.00,1,0,1,1,1,0,100.0,1,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,59,42.0
122138,99,Not an Intersection,1,1,18,96,0,,,34,1,11,0.50,1,0,1,1,1,0,60.0,1,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,33,42.0
121788,57,Not an Intersection,4,1,6,96,0,,,25,1,11,0.50,1,0,0,0,0,0,45.0,0,Disabling Damage,20.0,Towed Due to Disabling Damage,0,1.0,30,30.0
482531,441,Not an Intersection,2,2,7,3,0,,,24,1,11,1.00,1,0,1,0,0,0,998.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,0,2.0,52,52.0
390987,61,Not an Intersection,3,1,21,7,0,,0.0,81,1,11,1.00,1,0,1,0,0,0,55.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,14,14.0
120892,69,Not an Intersection,1,1,12,96,0,,,28,1,11,0.50,1,1,0,0,1,0,40.0,0,Disabling Damage,63.0,Towed Due to Disabling Damage,0,1.0,42,1.0
240097,37,Not an Intersection,1,10,17,96,0,,,25,1,11,0.50,1,0,1,0,0,0,998.0,1,Disabling Damage,4.0,Towed Due to Disabling Damage,0,8.0,35,42.0
481142,99,Not an Intersection,1,1,10,99,0,2.0,0.0,20,1,11,1.00,1,1,1,0,0,0,998.0,1,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,1,1.0
121607,105,Four-Way Intersection,1,1,13,96,0,,,71,1,11,1.00,1,0,0,0,0,0,998.0,0,Disabling Damage,2.0,Towed Due to Disabling Damage,6,1.0,12,12.0
120624,53,Not an Intersection,2,1,23,96,0,,0.0,43,1,11,1.00,1,1,1,0,0,0,45.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,6,2.0,12,12.0
121721,105,T-Intersection,1,1,13,96,0,,,52,1,11,1.00,1,0,0,0,0,0,998.0,0,Disabling Damage,15.0,Towed Due to Disabling Damage,6,1.0,12,12.0
121925,57,Not an Intersection,2,1,5,96,0,,,20,1,11,0.50,1,1,1,1,0,0,45.0,0,Disabling Damage,14.0,Towed Due to Disabling Damage,2,1.0,12,12.0
122262,101,Not an Intersection,1,1,15,96,0,,1.0,40,1,11,1.00,1,0,1,0,0,0,25.0,0,Disabling Damage,6.0,Towed Due to Disabling Damage,0,1.0,18,42.0
121814,57,Not an Intersection,1,1,17,96,0,,,48,1,11,0.50,1,1,0,0,0,0,30.0,0,Disabling Damage,2.0,Towed Due to Disabling Damage,0,1.0,1,1.0
390867,49,Not an Intersection,3,1,3,96,0,1.0,0.0,26,1,11,0.50,1,0,0,0,0,0,20.0,0,Unknown,4.0,Unknown,0,1.0,33,3.0
121690,31,Not an Intersection,1,10,17,96,0,,,57,1,11,1.00,1,0,0,0,0,0,30.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,16,16.0
120970,55,Not an Intersection,1,1,18,96,0,,,25,1,11,1.00,1,1,0,1,1,0,55.0,0,Disabling Damage,14.0,Towed Due to Disabling Damage,0,1.0,1,1.0
122251,105,Not an Intersection,3,1,18,96,0,,,70,1,11,1.00,1,1,1,0,0,0,998.0,0,Disabling Damage,31.0,Towed Due to Disabling Damage,1,1.0,12,12.0
530026,15,Not an Intersection,2,1,17,96,0,,,26,1,11,0.50,1,0,1,0,0,0,998.0,0,Not Reported,6.0,Towed Due to Disabling Damage,0,1.0,10,10.0
530137,61,Not an Intersection,2,1,21,96,0,,,42,1,11,0.50,1,0,0,1,0,0,998.0,0,Not Reported,31.0,Not Towed,0,1.0,42,1.0
20020,290,Not an Intersection,5,1,21,96,0,,,46,1,11,0.50,1,0,0,1,0,0,998.0,1,Functional Damage,90.0,Not Towed,0,1.0,41,42.0
480015,321,Not an Intersection,1,2,13,96,0,1.0,0.0,57,1,11,0.50,1,1,1,1,0,0,998.0,1,Disabling Damage,14.0,Towed Due to Disabling Damage,0,11.0,1,1.0
220321,113,Not an Intersection,5,10,20,96,0,2.0,1.0,18,1,11,0.50,1,1,0,0,0,0,999.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,59,1.0
320240,3,Not an Intersection,1,1,17,96,14,1.0,0.0,51,1,11,0.50,1,0,0,0,0,0,998.0,0,Minor Damage,90.0,Towed Not Due to Disabling Damage,0,0.0,14,14.0
240367,510,Four-Way Intersection,3,1,0,96,14,,,26,1,11,0.50,1,0,1,0,0,0,998.0,0,Disabling Damage,15.0,Towed Due to Disabling Damage,6,1.0,12,12.0
121668,115,Four-Way Intersection,3,1,21,96,0,,,23,1,11,0.50,1,0,0,0,0,0,50.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,6,1.0,12,12.0
480277,339,T-Intersection,2,1,6,3,0,,,17,1,11,0.50,1,0,0,0,0,0,998.0,0,Not Reported,80.0,Towed Due to Disabling Damage,6,1.0,12,12.0
122285,57,T-Intersection,2,1,19,96,0,,,46,1,11,0.50,1,0,0,0,0,0,60.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,6,1.0,12,12.0
121956,57,Four-Way Intersection,3,1,22,96,0,,,24,1,11,0.50,1,0,0,0,0,0,998.0,1,Disabling Damage,80.0,Towed Due to Disabling Damage,6,1.0,12,12.0
121817,101,T-Intersection,3,10,20,96,0,,,24,1,11,0.50,1,0,0,1,0,0,50.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,1,1.0,12,12.0
122136,105,Not an Intersection,1,1,14,96,0,,,51,1,11,0.50,1,0,0,0,0,0,998.0,1,Disabling Damage,80.0,Towed Due to Disabling Damage,2,1.0,12,12.0
121208,69,Not an Intersection,4,10,5,96,0,,0.0,40,1,11,0.50,1,0,0,0,0,0,55.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,2,1.0,12,12.0
121420,53,Not an Intersection,1,10,17,96,0,,,24,1,11,0.50,1,0,0,0,0,0,45.0,1,Disabling Damage,80.0,Towed Due to Disabling Damage,0,1.0,33,33.0
80263,59,Not an Intersection,1,1,12,96,14,,0.0,24,1,11,0.50,1,0,0,0,0,0,44.0,1,Disabling Damage,80.0,Towed Due to Disabling Damage,0,1.0,1,54.0
340315,5,Not an Intersection,1,1,17,96,0,,0.0,26,1,11,0.50,1,0,0,0,1,0,998.0,0,Disabling Damage,83.0,Towed Due to Disabling Damage,0,1.0,42,42.0
260132,163,Four-Way Intersection,3,1,2,3,0,,,58,1,11,0.50,1,0,0,0,0,0,998.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,6,1.0,12,12.0
122207,105,Not an Intersection,2,10,23,96,0,,,26,1,11,0.50,1,0,0,0,0,0,998.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,1,1.0,12,12.0
481756,39,Not an Intersection,1,10,18,96,0,1.0,0.0,27,1,11,0.50,1,0,0,0,0,0,998.0,0,Not Reported,80.0,Towed Due to Disabling Damage,2,1.0,12,12.0
240440,43,Not an Intersection,2,2,19,99,0,1.0,0.0,55,1,11,0.50,1,0,0,0,0,0,998.0,1,Disabling Damage,80.0,Towed Due to Disabling Damage,0,2.0,1,1.0
122009,127,Not an Intersection,2,1,1,96,0,,,23,1,11,0.50,1,0,0,0,0,0,998.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,0,1.0,33,33.0
121120,69,Not an Intersection,1,10,14,96,0,,1.0,68,1,11,0.50,1,0,0,0,0,0,19.0,0,Disabling Damage,80.0,Towed Due to Disabling Damage,0,1.0,1,1.0
480805,85,Not an Intersection,1,10,15,99,0,,,25,1,11,0.50,1,0,0,0,0,0,998.0,1,Not Reported,80.0,Towed Due to Disabling Damage,0,1.0,33,33.0
122139,99,Not an Intersection,1,1,16,96,0,,,38,1,11,1.00,1,0,1,0,0,0,45.0,0,Disabling Damage,6.0,Towed Due to Disabling Damage,2,1.0,12,12.0
220660,99,Not an Intersection,1,2,12,96,0,,1.0,34,1,11,1.00,1,0,0,0,0,0,998.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,0,2.0,59,42.0
122214,127,Not an Intersection,3,1,20,96,0,,,37,1,11,0.50,1,0,1,0,0,0,80.0,0,Disabling Damage,14.0,Towed Due to Disabling Damage,0,1.0,33,33.0
121773,86,Not an Intersection,3,1,5,96,0,,,21,1,11,1.00,1,0,1,0,0,0,40.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,0,1.0,42,42.0
121719,86,Four-Way Intersection,1,1,6,96,0,,,25,1,11,0.50,1,1,1,0,0,0,70.0,0,Disabling Damage,6.0,Towed Due to Disabling Damage,0,1.0,33,43.0
121753,71,Four-Way Intersection,3,1,22,96,0,,,88,1,11,1.00,1,0,1,0,0,0,30.0,0,Disabling Damage,1.0,Towed Due to Disabling Damage,6,1.0,12,12.0
121961,127,T-Intersection,1,1,11,96,0,,,60,1,11,1.00,1,0,1,0,0,0,30.0,0,Disabling Damage,4.0,Towed Due to Disabling Damage,6,1.0,12,12.0
