consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,related_factors,delay_to_hospital,delay_to_scene,age,person_type,seating_position,restraint,survived,rollover,airbag,alcohol,drugs,related_factors_person_level1,travel_speed,speeding_related,extent_of_damage,body_type,vehicle_removal,manner_of_collision,roadway_surface_condition,first_harmful_event,most_harmful_event
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,50,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,70,0,Functional Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Not Towed,0,2,24,12
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,49,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,70,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,24,12
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,7,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,0,0,0,0,70,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,24,12
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,56,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,70,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,0,2,24,2
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,63,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,70,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,0,2,24,12
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,42,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,70,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,0,2,24,12
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,57,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,70,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,0,2,24,12
122252,1,Not an Intersection,Dusk,Cloudy,17,Interstate,0,,,59,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,70,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,0,2,24,12
122253,95,Not an Intersection,Daylight,Cloudy,17,Local,0,,,23,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,2,9,9
122253,95,Not an Intersection,Daylight,Cloudy,17,Local,0,,,0,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,35,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,2,9,9
122253,95,Not an Intersection,Daylight,Cloudy,17,Local,0,,,6,Passenger of a Motor Vehicle In-Transport,Second Seat – Middle,1.00,0,0,0,0,0,0,35,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,2,9,9
122253,95,Not an Intersection,Daylight,Cloudy,17,Local,0,,,4,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,35,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,2,9,9
122254,127,Not an Intersection,Daylight,Cloudy,8,Local,0,,,57,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,0,0,0,0,40,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,2,2,12,12
122254,127,Not an Intersection,Daylight,Cloudy,8,Local,0,,,56,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,40,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,2,2,12,12
122255,86,Not an Intersection,Dark – Lighted,Clear,21,Principal Arterial – Other,0,,,32,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,29,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,0,1,8,8
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,22,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,96,1,Disabling Damage,"Convertible (Excludes Sunroof, T-Bar)",Towed Due to Disabling Damage,7,1,12,42
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,41,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,61,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,7,1,12,1
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,76,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,51,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,7,1,12,12
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,43,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,1,0,0,0,0,61,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,7,1,12,1
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,13,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,1,0,0,0,0,61,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,7,1,12,1
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,73,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,51,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,7,1,12,12
122256,23,Not an Intersection,Daylight,Clear,14,Interstate,0,,,15,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,1,0,0,0,0,61,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,7,1,12,1
122257,85,T-Intersection,Dark – Lighted,Clear,18,Principal Arterial – Other,0,,,58,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,1,0,0,0,60,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
122257,85,T-Intersection,Dark – Lighted,Clear,18,Principal Arterial – Other,0,,,56,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,15,0,Disabling Damage,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",Towed Due to Disabling Damage,6,1,12,12
122258,55,Not an Intersection,Dark – Not Lighted,Cloudy,19,Principal Arterial – Other,0,,,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,1,1,0,55,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,30,30
122259,99,Not an Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,,,55,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,40,0,Functional Damage,Large Van – Includes Van-Based Buses,Towed Not Due to Disabling Damage,0,1,8,8
122260,11,Not an Intersection,Dark – Lighted,Clear,22,Interstate,0,,,44,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,65,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,0,1,1,1
122261,11,Not an Intersection,Dark – Lighted,Clear,1,Principal Arterial – Other,0,,,50,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.33,0,0,1,0,0,0,55,0,Functional Damage,Standard Pickup,Towed Not Due to Disabling Damage,0,1,8,8
122262,101,Not an Intersection,Daylight,Clear,15,Trafficway Not in State Inventory,0,,1.0,40,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,25,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,0,1,18,42
122263,73,Not an Intersection,Dark – Lighted,Cloudy,19,Principal Arterial – Other,0,,,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,25,0,Functional Damage,2-Door Sedan/Hardtop/Coupe,Towed Not Due to Disabling Damage,0,1,8,8
122264,89,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",2,Local,0,,,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,1,0,35,0,Functional Damage,Minivan,Not Towed,0,1,8,8
122265,101,Not an Intersection,Dark – Not Lighted,Cloudy,3,Principal Arterial – Other,0,,,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,0,0,0,0,70,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,1,42
122266,109,Not an Intersection,Dark – Not Lighted,Rain,4,Interstate,0,,,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,0,0,0,0,85,1,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,2,42,42
122267,86,Not an Intersection,Daylight,Cloudy,7,Principal Arterial – Other Freeways and Expressways,0,,,19,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,45,0,Disabling Damage,3-Door/2-Door Hatchback,Towed Due to Disabling Damage,0,2,18,14
122267,86,Not an Intersection,Daylight,Cloudy,7,Principal Arterial – Other Freeways and Expressways,0,,,23,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,0,0,0,0,45,0,Disabling Damage,3-Door/2-Door Hatchback,Towed Due to Disabling Damage,0,2,18,14
122268,85,Not an Intersection,Dark – Lighted,Clear,19,Principal Arterial – Other Freeways and Expressways,0,,,23,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,0,0,0,0,35,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,1,1,12,12
122268,85,Not an Intersection,Dark – Lighted,Clear,19,Principal Arterial – Other Freeways and Expressways,0,,,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,1,1,12,12
122268,85,Not an Intersection,Dark – Lighted,Clear,19,Principal Arterial – Other Freeways and Expressways,0,,,53,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,1,0,0,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,1,1,12,12
122269,127,T-Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,,,27,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,1,12,12
122269,127,T-Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,,,72,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,1,1,0,0,0,50,0,Disabling Damage,Large Van – Includes Van-Based Buses,Towed Due to Disabling Damage,2,1,12,12
122269,127,T-Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,,,72,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,15,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,1,12,12
122269,127,T-Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,,,73,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,1,0,0,0,0,50,0,Disabling Damage,Large Van – Includes Van-Based Buses,Towed Due to Disabling Damage,2,1,12,12
122270,105,Four-Way Intersection,Dark – Lighted,Clear,19,Minor Arterial,0,,,67,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,40,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,0,1,9,9
122270,105,Four-Way Intersection,Dark – Lighted,Clear,19,Minor Arterial,0,,,56,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,40,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,0,1,9,9
122271,95,Four-Way Intersection,Dark – Lighted,Cloudy,20,Local,0,,,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,40,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,0,2,8,8
122272,105,T-Intersection,Dark – Not Lighted,Clear,18,Principal Arterial – Other,0,,,66,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,35,0,Functional Damage,3-Door/2-Door Hatchback,Towed Not Due to Disabling Damage,0,1,9,9
122272,105,T-Intersection,Dark – Not Lighted,Clear,18,Principal Arterial – Other,0,,,65,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,35,0,Functional Damage,3-Door/2-Door Hatchback,Towed Not Due to Disabling Damage,0,1,9,9
122273,57,Four-Way Intersection,Daylight,Clear,16,Local,0,,,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,20,0,Minor Damage,Station Wagon (Excluding Van and Truck-Based),Not Towed,6,1,12,12
122273,57,Four-Way Intersection,Daylight,Clear,16,Local,0,,,66,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,30,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,1,12,12
122273,57,Four-Way Intersection,Daylight,Clear,16,Local,0,,,36,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,20,0,Minor Damage,Station Wagon (Excluding Van and Truck-Based),Not Towed,6,1,12,12
122273,57,Four-Way Intersection,Daylight,Clear,16,Local,0,,,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,20,0,Minor Damage,Station Wagon (Excluding Van and Truck-Based),Not Towed,6,1,12,12
122274,99,Not an Intersection,Dark – Lighted,Cloudy,23,Local,0,,,65,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Functional Damage,4-Door Sedan/Hardtop,Not Towed,0,1,9,9
122275,15,Four-Way Intersection,Daylight,Clear,14,Local,0,,,60,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Minor Damage,School Bus,Not Towed,0,1,9,9
122276,71,Not an Intersection,Daylight,Cloudy,12,Principal Arterial – Other,0,,,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,40,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,1,12,12
122276,71,Not an Intersection,Daylight,Cloudy,12,Principal Arterial – Other,0,,,39,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,5,0,Functional Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,6,1,12,12
122277,7,T-Intersection,Daylight,Clear,8,Minor Arterial,0,,,62,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,1,0,15,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
122277,7,T-Intersection,Daylight,Clear,8,Minor Arterial,0,,,49,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,60,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,6,1,12,12
122278,9,T-Intersection,Dark – Lighted,Cloudy,3,Principal Arterial – Other,0,,,36,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,1,0,58,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,46
122279,99,Four-Way Intersection,Dark – Lighted,Cloudy,5,Interstate,0,,,61,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,0,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,12
122279,99,Four-Way Intersection,Dark – Lighted,Cloudy,5,Interstate,0,,,25,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,65,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,12
122279,99,Four-Way Intersection,Dark – Lighted,Cloudy,5,Interstate,0,,,26,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,65,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,12
122279,99,Four-Way Intersection,Dark – Lighted,Cloudy,5,Interstate,0,,,25,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,0,0,0,0,65,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,12
122279,99,Four-Way Intersection,Dark – Lighted,Cloudy,5,Interstate,0,,,63,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,0,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,12
122280,86,Not an Intersection,Dark – Lighted,Cloudy,3,Principal Arterial – Other Freeways and Expressways,0,,,25,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,1,1,0,0,0,85,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,25,25
122280,86,Not an Intersection,Dark – Lighted,Cloudy,3,Principal Arterial – Other Freeways and Expressways,0,,,999,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,55,0,Unknown,Unknown Body Type,Not Towed,0,1,25,12
122280,86,Not an Intersection,Dark – Lighted,Cloudy,3,Principal Arterial – Other Freeways and Expressways,0,,,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,1,0,0,0,85,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,25,25
122281,117,Not an Intersection,Dark – Not Lighted,Cloudy,5,Principal Arterial – Other,0,,,22,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,45,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,33,9
122282,101,Not an Intersection,Dark – Lighted,Clear,23,Principal Arterial – Other,0,,,17,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,49,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,0,1,8,8
122282,101,Not an Intersection,Dark – Lighted,Clear,23,Principal Arterial – Other,0,,,16,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,0,0,0,0,49,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,0,1,8,8
122282,101,Not an Intersection,Dark – Lighted,Clear,23,Principal Arterial – Other,0,,,17,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,49,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,0,1,8,8
122283,101,Not an Intersection,Daylight,Clear,14,Local,0,,0.0,51,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,1,0,0,40,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,0,1,38,38
122284,117,Not an Intersection,Dark – Not Lighted,Clear,18,Trafficway Not in State Inventory,0,,,50,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,8,8
122285,57,T-Intersection,Dark – Not Lighted,Clear,19,Trafficway Not in State Inventory,0,,,8,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,15,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,6,1,12,12
122285,57,T-Intersection,Dark – Not Lighted,Clear,19,Trafficway Not in State Inventory,0,,,46,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,60,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,1,12,12
122285,57,T-Intersection,Dark – Not Lighted,Clear,19,Trafficway Not in State Inventory,0,,,41,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,15,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,6,1,12,12
122285,57,T-Intersection,Dark – Not Lighted,Clear,19,Trafficway Not in State Inventory,0,,,13,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,0,0,0,0,15,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,6,1,12,12
122286,21,Not an Intersection,Daylight,Clear,10,Interstate,0,,,35,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,1,0,0,0,0,70,0,Disabling Damage,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",Towed Due to Disabling Damage,0,1,18,1
122286,21,Not an Intersection,Daylight,Clear,10,Interstate,0,,,43,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,1,0,0,0,0,70,0,Disabling Damage,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",Towed Due to Disabling Damage,0,1,18,1
122286,21,Not an Intersection,Daylight,Clear,10,Interstate,0,,,49,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,0,0,0,0,60,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,18,30
122287,99,Not an Intersection,Dark – Lighted,Clear,20,Local,0,,,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,35,0,Functional Damage,Off-Road Motorcycle (2-Wheel),Towed Not Due to Disabling Damage,0,1,26,26
122288,86,Four-Way Intersection,Dark – Lighted,Cloudy,21,Principal Arterial – Other,0,,,72,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,998,0,Functional Damage,Standard Pickup,Not Towed,1,2,12,12
122288,86,Four-Way Intersection,Dark – Lighted,Cloudy,21,Principal Arterial – Other,0,,,56,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,0,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,1,2,12,12
122288,86,Four-Way Intersection,Dark – Lighted,Cloudy,21,Principal Arterial – Other,0,,,25,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Functional Damage,Standard Pickup,Not Towed,1,2,12,12
122290,95,T-Intersection,Dark – Lighted,Cloudy,19,Local,0,,,78,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,5,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,2,12,12
122290,95,T-Intersection,Dark – Lighted,Cloudy,19,Local,0,,,27,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,2,12,12
122291,86,Not an Intersection,Daylight,Clear,6,Principal Arterial – Other,0,,,20,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,45,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,0,1,30,30
122291,86,Not an Intersection,Daylight,Clear,6,Principal Arterial – Other,0,,,20,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,1,0,0,0,45,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,0,1,30,30
122292,69,Not an Intersection,Dark – Lighted,Rain,22,Principal Arterial – Other,0,,,42,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,No Damage,Standard Pickup,Not Towed,0,2,8,8
122292,69,Not an Intersection,Dark – Lighted,Rain,22,Principal Arterial – Other,0,,,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,0,2,8,8
122293,33,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",21,Local,0,,,25,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,1,1,0,50,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,0,1,42,42
122294,99,Four-Way Intersection,Daylight,Clear,16,Principal Arterial – Other,0,,,72,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,20,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,7,1,12,12
122294,99,Four-Way Intersection,Daylight,Clear,16,Principal Arterial – Other,0,,,32,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,20,0,Minor Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Not Towed,7,1,12,12
122295,111,Not an Intersection,Daylight,Cloudy,17,Principal Arterial – Other,0,,,48,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,45,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,1,1,12,12
